max_population,selection_strategy,num_of_crossovers_per_generation,mutation_probability,problem_difficulty,runs,average_time(success),success_rate
8,fitness_proportionate_selection,2,0.4,easy,50,0.08634256000004825,100.0
8,fitness_proportionate_selection,2,0.4,hard,50,0.5148975399998744,100.0
8,fitness_proportionate_selection,2,0.5,easy,50,0.08459920000008424,100.0
8,fitness_proportionate_selection,2,0.5,hard,50,0.4548410799998965,100.0
8,fitness_proportionate_selection,2,0.6,easy,50,0.11014408000002732,100.0
8,fitness_proportionate_selection,2,0.6,hard,50,1.0279083199999877,100.0
8,fitness_proportionate_selection,2,0.7,easy,50,0.11913096000011138,100.0
8,fitness_proportionate_selection,2,0.7,hard,50,1.2334567600001174,100.0
8,fitness_proportionate_selection,2,0.8,easy,50,0.14086744000029283,100.0
8,fitness_proportionate_selection,2,0.8,hard,50,2.768135059999622,100.0
8,fitness_proportionate_selection,3,0.01,easy,50,0.7149772800001665,100.0
8,fitness_proportionate_selection,3,0.01,hard,50,4.440678842104669,76.0
8,fitness_proportionate_selection,3,0.05,easy,50,0.4307343399999081,100.0
8,fitness_proportionate_selection,3,0.05,hard,50,1.3153769555561465,90.0
8,fitness_proportionate_selection,3,0.1,easy,50,0.12635943999979646,100.0
8,fitness_proportionate_selection,3,0.1,hard,50,3.7239803400008533,100.0
8,fitness_proportionate_selection,3,0.2,easy,50,0.14867020000019693,100.0
8,fitness_proportionate_selection,3,0.2,hard,50,1.3459963200001221,100.0
8,fitness_proportionate_selection,3,0.3,easy,50,0.0893156599997019,100.0
8,fitness_proportionate_selection,3,0.3,hard,50,0.5127284000000509,100.0
8,fitness_proportionate_selection,3,0.4,easy,50,0.06643384000082733,100.0
8,fitness_proportionate_selection,3,0.4,hard,50,0.3527263599995058,100.0
8,fitness_proportionate_selection,3,0.5,easy,50,0.056815000000206055,100.0
8,fitness_proportionate_selection,3,0.5,hard,50,0.41548474000024727,100.0
8,fitness_proportionate_selection,3,0.6,easy,50,0.060282420000294226,100.0
8,fitness_proportionate_selection,3,0.6,hard,50,0.3191254599996319,100.0
8,fitness_proportionate_selection,3,0.7,easy,50,0.0743322199996328,100.0
8,fitness_proportionate_selection,3,0.7,hard,50,0.5079174599994439,100.0
8,fitness_proportionate_selection,3,0.8,easy,50,0.05789834000053815,100.0
8,fitness_proportionate_selection,3,0.8,hard,50,0.8157511199990404,100.0
8,fitness_proportionate_selection,4,0.01,easy,50,0.5581127400005061,100.0
8,fitness_proportionate_selection,4,0.01,hard,50,2.7496799705883914,68.0
8,fitness_proportionate_selection,4,0.05,easy,50,0.15855935999992654,100.0
8,fitness_proportionate_selection,4,0.05,hard,50,2.917897733333262,90.0
8,fitness_proportionate_selection,4,0.1,easy,50,0.11211431999981869,100.0
8,fitness_proportionate_selection,4,0.1,hard,50,2.6742328163267564,98.0
8,fitness_proportionate_selection,4,0.2,easy,50,0.11664552000002004,100.0
8,fitness_proportionate_selection,4,0.2,hard,50,0.8848049599998922,100.0
8,fitness_proportionate_selection,4,0.3,easy,50,0.07994002000021283,100.0
8,fitness_proportionate_selection,4,0.3,hard,50,0.6587188800002332,100.0
8,fitness_proportionate_selection,4,0.4,easy,50,0.05308672000071965,100.0
8,fitness_proportionate_selection,4,0.4,hard,50,0.3541698799998267,100.0
8,fitness_proportionate_selection,4,0.5,easy,50,0.047184419999830425,100.0
8,fitness_proportionate_selection,4,0.5,hard,50,0.22433702000009362,100.0
8,fitness_proportionate_selection,4,0.6,easy,50,0.06378330000021379,100.0
8,fitness_proportionate_selection,4,0.6,hard,50,0.3708589400004712,100.0
8,fitness_proportionate_selection,4,0.7,easy,50,0.0423681200001738,100.0
8,fitness_proportionate_selection,4,0.7,hard,50,0.2941297000000486,100.0
8,fitness_proportionate_selection,4,0.8,easy,50,0.07203913999939687,100.0
8,fitness_proportionate_selection,4,0.8,hard,50,0.39070668000000297,100.0
8,simple_sort,1,0.01,easy,50,0.7662458749993675,80.0
8,simple_sort,1,0.01,hard,50,0.7953017500021815,8.0
8,simple_sort,1,0.05,easy,50,0.14686197999995784,100.0
8,simple_sort,1,0.05,hard,50,1.6374804705868455,34.0
8,simple_sort,1,0.1,easy,50,0.1062862999997742,100.0
8,simple_sort,1,0.1,hard,50,1.7447685945953708,74.0
8,simple_sort,1,0.2,easy,50,0.07957344000024022,100.0
8,simple_sort,1,0.2,hard,50,1.4034335799999826,100.0
8,simple_sort,1,0.3,easy,50,0.048699139999371255,100.0
8,simple_sort,1,0.3,hard,50,0.3749629799998365,100.0
8,simple_sort,1,0.4,easy,50,0.040910199999052564,100.0
8,simple_sort,1,0.4,hard,50,0.45198425999944447,100.0
8,simple_sort,1,0.5,easy,50,0.05692611999984365,100.0
8,simple_sort,1,0.5,hard,50,0.48304426000089734,100.0
8,simple_sort,1,0.6,easy,50,0.08695176000008359,100.0
8,simple_sort,1,0.6,hard,50,1.3187200199993094,100.0
8,simple_sort,1,0.7,easy,50,0.11704408000077819,100.0
8,simple_sort,1,0.7,hard,50,2.5577438749998387,96.0
8,simple_sort,1,0.8,easy,50,0.17887116000056266,100.0
8,simple_sort,1,0.8,hard,50,3.7799408000001375,90.0
8,simple_sort,2,0.01,easy,50,0.7918810344826539,57.99999999999999
8,simple_sort,2,0.01,hard,50,0.7792234615369055,26.0
8,simple_sort,2,0.05,easy,50,0.4450004400002945,100.0
8,simple_sort,2,0.05,hard,50,2.036914642857872,56.00000000000001
8,simple_sort,2,0.1,easy,50,0.08914108000011765,100.0
8,simple_sort,2,0.1,hard,50,1.2350327419354148,62.0
8,simple_sort,2,0.2,easy,50,0.05009492000026512,100.0
8,simple_sort,2,0.2,hard,50,2.3829983333329436,90.0
8,simple_sort,2,0.3,easy,50,0.03662268000014592,100.0
8,simple_sort,2,0.3,hard,50,1.0625969999996596,100.0
8,simple_sort,2,0.4,easy,50,0.12949871999953758,100.0
8,simple_sort,2,0.4,hard,50,0.5893589600008272,100.0
8,simple_sort,2,0.5,easy,50,0.03430882000000565,100.0
8,simple_sort,2,0.5,hard,50,0.38221625999940445,100.0
8,simple_sort,2,0.6,easy,50,0.04635351999982959,100.0
8,simple_sort,2,0.6,hard,50,0.18736999999950057,100.0
8,simple_sort,2,0.7,easy,50,0.03577789999981178,100.0
8,simple_sort,2,0.7,hard,50,0.26479208000018845,100.0
8,simple_sort,2,0.8,easy,50,0.06774824000007357,100.0
8,simple_sort,2,0.8,hard,50,0.35355103999958376,100.0
8,simple_sort,3,0.01,easy,50,1.4865286774194477,62.0
8,simple_sort,3,0.01,hard,50,0.9702355333327433,30.0
8,simple_sort,3,0.05,easy,50,0.46194447999994737,100.0
8,simple_sort,3,0.05,hard,50,2.6741705789467423,38.0
8,simple_sort,3,0.1,easy,50,0.1310769799994887,100.0
8,simple_sort,3,0.1,hard,50,1.115845800000534,60.0
8,simple_sort,3,0.2,easy,50,0.05537758000005852,100.0
8,simple_sort,3,0.2,hard,50,2.7326366666677333,72.0
8,simple_sort,3,0.3,easy,50,0.03355039999951259,100.0
8,simple_sort,3,0.3,hard,50,1.8638163111116026,90.0
8,simple_sort,3,0.4,easy,50,0.03583712000021478,100.0
8,simple_sort,3,0.4,hard,50,1.5512385799999173,100.0
8,simple_sort,3,0.5,easy,50,0.026879080000217073,100.0
8,simple_sort,3,0.5,hard,50,0.4244610600001761,100.0
8,simple_sort,3,0.6,easy,50,0.029453379999176833,100.0
8,simple_sort,3,0.6,hard,50,0.2111528599995654,100.0
8,simple_sort,3,0.7,easy,50,0.02234004000070854,100.0
8,simple_sort,3,0.7,hard,50,0.21197311999989324,100.0
8,simple_sort,3,0.8,easy,50,0.028818880000471836,100.0
8,simple_sort,3,0.8,hard,50,0.1685135799998534,100.0
8,simple_sort,4,0.01,easy,50,0.19555894285669118,70.0
8,simple_sort,4,0.01,hard,50,0.6305097499989643,8.0
8,simple_sort,4,0.05,easy,50,0.8077543469385555,98.0
8,simple_sort,4,0.05,hard,50,2.001961866667504,60.0
8,simple_sort,4,0.1,easy,50,0.1917085000006773,100.0
8,simple_sort,4,0.1,hard,50,0.6168882790694032,86.0
8,simple_sort,4,0.2,easy,50,0.0818220408167393,98.0
8,simple_sort,4,0.2,hard,50,3.2682335757578556,66.0
8,simple_sort,4,0.3,easy,50,0.04528328000029433,100.0
8,simple_sort,4,0.3,hard,50,1.8833350697669355,86.0
8,simple_sort,4,0.4,easy,50,0.027216280000429832,100.0
8,simple_sort,4,0.4,hard,50,1.0750705208333784,96.0
8,simple_sort,4,0.5,easy,50,0.03119920000084676,100.0
8,simple_sort,4,0.5,hard,50,0.9331059199997981,100.0
8,simple_sort,4,0.6,easy,50,0.024250340000144206,100.0
8,simple_sort,4,0.6,hard,50,0.47677350000056323,100.0
8,simple_sort,4,0.7,easy,50,0.02703846000091289,100.0
8,simple_sort,4,0.7,hard,50,0.2758421999993152,100.0
8,simple_sort,4,0.8,easy,50,0.027708899999124695,100.0
8,simple_sort,4,0.8,hard,50,0.20625592000025791,100.0
9,fitness_proportionate_selection,1,0.01,easy,50,0.45215669999975944,100.0
9,fitness_proportionate_selection,1,0.01,hard,50,2.383898933334179,60.0
9,fitness_proportionate_selection,1,0.05,easy,50,0.18268162000138546,100.0
9,fitness_proportionate_selection,1,0.05,hard,50,1.5570396304346619,92.0
9,fitness_proportionate_selection,1,0.1,easy,50,0.11470075999968685,100.0
9,fitness_proportionate_selection,1,0.1,hard,50,0.9150282999998308,100.0
9,fitness_proportionate_selection,1,0.2,easy,50,0.09673396000027423,100.0
9,fitness_proportionate_selection,1,0.2,hard,50,0.7156938199994329,100.0
9,fitness_proportionate_selection,1,0.3,easy,50,0.09627096000011079,100.0
9,fitness_proportionate_selection,1,0.3,hard,50,0.6550449799998023,100.0
9,fitness_proportionate_selection,1,0.4,easy,50,0.1515254000008281,100.0
9,fitness_proportionate_selection,1,0.4,hard,50,1.3737751200002095,100.0
9,fitness_proportionate_selection,1,0.5,easy,50,0.13128952000086427,100.0
9,fitness_proportionate_selection,1,0.5,hard,50,2.670890079998935,100.0
9,fitness_proportionate_selection,1,0.6,easy,50,0.2690889400002197,100.0
9,fitness_proportionate_selection,1,0.6,hard,50,4.791636372092864,86.0
9,fitness_proportionate_selection,1,0.7,easy,50,0.39732446000009075,100.0
9,fitness_proportionate_selection,1,0.7,hard,50,7.241011974358862,78.0
9,fitness_proportionate_selection,1,0.8,easy,50,0.4983952999998291,100.0
9,fitness_proportionate_selection,1,0.8,hard,50,7.929714789472775,38.0
9,fitness_proportionate_selection,2,0.01,easy,50,0.8498931399997673,100.0
9,fitness_proportionate_selection,2,0.01,hard,50,2.2943231333330107,90.0
9,fitness_proportionate_selection,2,0.05,easy,50,0.33919693999996525,100.0
9,fitness_proportionate_selection,2,0.05,hard,50,4.763107589743763,78.0
9,fitness_proportionate_selection,2,0.1,easy,50,0.15286455999987084,100.0
9,fitness_proportionate_selection,2,0.1,hard,50,2.0828311224484386,98.0
9,fitness_proportionate_selection,2,0.2,easy,50,0.1044598799997766,100.0
9,fitness_proportionate_selection,2,0.2,hard,50,1.0498955200001365,100.0
9,fitness_proportionate_selection,2,0.3,easy,50,0.08791851999980281,100.0
9,fitness_proportionate_selection,2,0.3,hard,50,0.48732854000030784,100.0
9,fitness_proportionate_selection,2,0.4,easy,50,0.08284862000029534,100.0
9,fitness_proportionate_selection,2,0.4,hard,50,0.44585194000042977,100.0
9,fitness_proportionate_selection,2,0.5,easy,50,0.0929363000000012,100.0
9,fitness_proportionate_selection,2,0.5,hard,50,0.5879534799991234,100.0
9,fitness_proportionate_selection,2,0.6,easy,50,0.10163262000045506,100.0
9,fitness_proportionate_selection,2,0.6,hard,50,1.0128156000000308,100.0
9,fitness_proportionate_selection,2,0.7,easy,50,0.1669579800000065,100.0
9,fitness_proportionate_selection,2,0.7,hard,50,1.243656860000483,100.0
9,fitness_proportionate_selection,2,0.8,easy,50,0.14188764000020457,100.0
9,fitness_proportionate_selection,2,0.8,hard,50,2.8375271000002975,100.0
9,fitness_proportionate_selection,3,0.01,easy,50,1.2168398000001617,100.0
9,fitness_proportionate_selection,3,0.01,hard,50,2.8419924772723872,88.0
9,fitness_proportionate_selection,3,0.05,easy,50,0.15997654000020703,100.0
9,fitness_proportionate_selection,3,0.05,hard,50,1.2642125749995103,80.0
9,fitness_proportionate_selection,3,0.1,easy,50,0.1326135400000203,100.0
9,fitness_proportionate_selection,3,0.1,hard,50,3.4700712291669333,96.0
9,fitness_proportionate_selection,3,0.2,easy,50,0.06172964000012143,100.0
9,fitness_proportionate_selection,3,0.2,hard,50,0.6528972800003249,100.0
9,fitness_proportionate_selection,3,0.3,easy,50,0.05203843999945093,100.0
9,fitness_proportionate_selection,3,0.3,hard,50,0.47206456000043545,100.0
9,fitness_proportionate_selection,3,0.4,easy,50,0.05449490000013611,100.0
9,fitness_proportionate_selection,3,0.4,hard,50,0.3228128799996921,100.0
9,fitness_proportionate_selection,3,0.5,easy,50,0.04582503999961773,100.0
9,fitness_proportionate_selection,3,0.5,hard,50,0.2349890200003574,100.0
9,fitness_proportionate_selection,3,0.6,easy,50,0.05896326000016416,100.0
9,fitness_proportionate_selection,3,0.6,hard,50,0.35622065999996266,100.0
9,fitness_proportionate_selection,3,0.7,easy,50,0.06567889999962062,100.0
9,fitness_proportionate_selection,3,0.7,hard,50,0.37338955999992324,100.0
9,fitness_proportionate_selection,3,0.8,easy,50,0.06925919999965117,100.0
9,fitness_proportionate_selection,3,0.8,hard,50,0.7080576400000428,100.0
9,fitness_proportionate_selection,4,0.01,easy,50,0.5827027000006637,100.0
9,fitness_proportionate_selection,4,0.01,hard,50,2.5119472272718584,88.0
9,fitness_proportionate_selection,4,0.05,easy,50,0.18627519999950892,100.0
9,fitness_proportionate_selection,4,0.05,hard,50,2.2700143111106525,90.0
9,fitness_proportionate_selection,4,0.1,easy,50,0.10219536000062363,100.0
9,fitness_proportionate_selection,4,0.1,hard,50,4.142370130435112,92.0
9,fitness_proportionate_selection,4,0.2,easy,50,0.08350715999986277,100.0
9,fitness_proportionate_selection,4,0.2,hard,50,1.1516240399997333,100.0
9,fitness_proportionate_selection,4,0.3,easy,50,0.068726579999784,100.0
9,fitness_proportionate_selection,4,0.3,hard,50,0.5326908599998569,100.0
9,fitness_proportionate_selection,4,0.4,easy,50,0.04623029999958817,100.0
9,fitness_proportionate_selection,4,0.4,hard,50,0.42799464000025184,100.0
9,fitness_proportionate_selection,4,0.5,easy,50,0.05642724000004819,100.0
9,fitness_proportionate_selection,4,0.5,hard,50,0.24106657999916933,100.0
9,fitness_proportionate_selection,4,0.6,easy,50,0.05280404000033741,100.0
9,fitness_proportionate_selection,4,0.6,hard,50,0.3393831600001431,100.0
9,fitness_proportionate_selection,4,0.7,easy,50,0.06195847999973921,100.0
9,fitness_proportionate_selection,4,0.7,hard,50,0.4695676999998977,100.0
9,fitness_proportionate_selection,4,0.8,easy,50,0.08799500000037369,100.0
9,fitness_proportionate_selection,4,0.8,hard,50,0.8591899000000558,100.0
9,fitness_proportionate_selection,5,0.01,easy,50,0.7421657799997774,100.0
9,fitness_proportionate_selection,5,0.01,hard,50,4.921283742857174,70.0
9,fitness_proportionate_selection,5,0.05,easy,50,0.4518462599995837,100.0
9,fitness_proportionate_selection,5,0.05,hard,50,2.32000914893619,94.0
9,fitness_proportionate_selection,5,0.1,easy,50,0.14823904000077165,100.0
9,fitness_proportionate_selection,5,0.1,hard,50,2.69455002000017,100.0
9,fitness_proportionate_selection,5,0.2,easy,50,0.08921822000018437,100.0
9,fitness_proportionate_selection,5,0.2,hard,50,1.6684283200003847,100.0
9,fitness_proportionate_selection,5,0.3,easy,50,0.05301282000029459,100.0
9,fitness_proportionate_selection,5,0.3,hard,50,0.5354036600001564,100.0
9,fitness_proportionate_selection,5,0.4,easy,50,0.043689700000686574,100.0
9,fitness_proportionate_selection,5,0.4,hard,50,0.326535559999611,100.0
9,fitness_proportionate_selection,5,0.5,easy,50,0.04268313999971724,100.0
9,fitness_proportionate_selection,5,0.5,hard,50,0.33474832000007154,100.0
9,fitness_proportionate_selection,5,0.6,easy,50,0.06697969999993802,100.0
9,fitness_proportionate_selection,5,0.6,hard,50,0.37899712000013097,100.0
9,fitness_proportionate_selection,5,0.7,easy,50,0.043000060000194934,100.0
9,fitness_proportionate_selection,5,0.7,hard,50,0.3505855799993151,100.0
9,fitness_proportionate_selection,5,0.8,easy,50,0.058009260000399084,100.0
9,fitness_proportionate_selection,5,0.8,hard,50,0.38691892000017103,100.0
9,simple_sort,1,0.01,easy,50,1.076842558139571,86.0
9,simple_sort,1,0.01,hard,50,1.0662170000005062,16.0
9,simple_sort,1,0.05,easy,50,0.18962660000004689,100.0
9,simple_sort,1,0.05,hard,50,1.61690551351313,74.0
9,simple_sort,1,0.1,easy,50,0.12548386000038592,100.0
9,simple_sort,1,0.1,hard,50,2.420036599999912,80.0
9,simple_sort,1,0.2,easy,50,0.0574338199995691,100.0
9,simple_sort,1,0.2,hard,50,0.8333932400007324,100.0
9,simple_sort,1,0.3,easy,50,0.06571936000022106,100.0
9,simple_sort,1,0.3,hard,50,0.39410463999942297,100.0
9,simple_sort,1,0.4,easy,50,0.09410428000002867,100.0
9,simple_sort,1,0.4,hard,50,0.3570368400000734,100.0
9,simple_sort,1,0.5,easy,50,0.09333281999977772,100.0
9,simple_sort,1,0.5,hard,50,0.7949324999997043,100.0
9,simple_sort,1,0.6,easy,50,0.14260231999971437,100.0
9,simple_sort,1,0.6,hard,50,2.388050839999778,100.0
9,simple_sort,1,0.7,easy,50,0.2697056399997382,100.0
9,simple_sort,1,0.7,hard,50,5.194316346938686,98.0
9,simple_sort,1,0.8,easy,50,0.25841608000017,100.0
9,simple_sort,1,0.8,hard,50,6.2445242499989035,80.0
9,simple_sort,2,0.01,easy,50,0.9840542051268784,78.0
9,simple_sort,2,0.01,hard,50,1.4453866666679258,18.0
9,simple_sort,2,0.05,easy,50,0.4368094399999245,100.0
9,simple_sort,2,0.05,hard,50,2.0030828055550955,72.0
9,simple_sort,2,0.1,easy,50,0.14934964000000037,100.0
9,simple_sort,2,0.1,hard,50,1.9101007812496391,64.0
9,simple_sort,2,0.2,easy,50,0.049570700000040234,100.0
9,simple_sort,2,0.2,hard,50,2.431095238095579,84.0
9,simple_sort,2,0.3,easy,50,0.054330999999365304,100.0
9,simple_sort,2,0.3,hard,50,1.3853271000001406,100.0
9,simple_sort,2,0.4,easy,50,0.028933860000106507,100.0
9,simple_sort,2,0.4,hard,50,0.3882313200000499,100.0
9,simple_sort,2,0.5,easy,50,0.03337704000005033,100.0
9,simple_sort,2,0.5,hard,50,0.17099910000062665,100.0
9,simple_sort,2,0.6,easy,50,0.04508805999998003,100.0
9,simple_sort,2,0.6,hard,50,0.29957682000022035,100.0
9,simple_sort,2,0.7,easy,50,0.03836725999979535,100.0
9,simple_sort,2,0.7,hard,50,0.2853730799999903,100.0
9,simple_sort,2,0.8,easy,50,0.06178074000039487,100.0
9,simple_sort,2,0.8,hard,50,0.44594957999986945,100.0
9,simple_sort,3,0.01,easy,50,0.6552654000004016,60.0
9,simple_sort,3,0.01,hard,50,1.5390731818188215,22.0
9,simple_sort,3,0.05,easy,50,0.2140336999995634,100.0
9,simple_sort,3,0.05,hard,50,1.7635581052630809,38.0
9,simple_sort,3,0.1,easy,50,0.16344966000018757,100.0
9,simple_sort,3,0.1,hard,50,1.235088666667229,78.0
9,simple_sort,3,0.2,easy,50,0.05468562000052771,100.0
9,simple_sort,3,0.2,hard,50,1.9104954390248876,82.0
9,simple_sort,3,0.3,easy,50,0.0403701200002979,100.0
9,simple_sort,3,0.3,hard,50,1.5360574042554598,94.0
9,simple_sort,3,0.4,easy,50,0.03513220000008005,100.0
9,simple_sort,3,0.4,hard,50,1.027331163264646,98.0
9,simple_sort,3,0.5,easy,50,0.03759407999968971,100.0
9,simple_sort,3,0.5,hard,50,0.4047124400007306,100.0
9,simple_sort,3,0.6,easy,50,0.025607479999889618,100.0
9,simple_sort,3,0.6,hard,50,0.30851297999979577,100.0
9,simple_sort,3,0.7,easy,50,0.02781985999972676,100.0
9,simple_sort,3,0.7,hard,50,0.19303022000094644,100.0
9,simple_sort,3,0.8,easy,50,0.029445980000164126,100.0
9,simple_sort,3,0.8,hard,50,0.15118959999919754,100.0
9,simple_sort,4,0.01,easy,50,0.23696734146293105,82.0
9,simple_sort,4,0.01,hard,50,1.1301342222213862,18.0
9,simple_sort,4,0.05,easy,50,0.5207197799999267,100.0
9,simple_sort,4,0.05,hard,50,1.4112962727277507,22.0
9,simple_sort,4,0.1,easy,50,0.1847790799997165,100.0
9,simple_sort,4,0.1,hard,50,0.9559287499996572,48.0
9,simple_sort,4,0.2,easy,50,0.05958706000033999,100.0
9,simple_sort,4,0.2,hard,50,1.5632871428564872,70.0
9,simple_sort,4,0.3,easy,50,0.04022441999986768,100.0
9,simple_sort,4,0.3,hard,50,1.8102871395346674,86.0
9,simple_sort,4,0.4,easy,50,0.03402728000073694,100.0
9,simple_sort,4,0.4,hard,50,2.2114610212761847,94.0
9,simple_sort,4,0.5,easy,50,0.04805580000058399,100.0
9,simple_sort,4,0.5,hard,50,0.9777044200003729,100.0
9,simple_sort,4,0.6,easy,50,0.020765240000328047,100.0
9,simple_sort,4,0.6,hard,50,0.7259896199998912,100.0
9,simple_sort,4,0.7,easy,50,0.028474840000271798,100.0
9,simple_sort,4,0.7,hard,50,0.22529320000016015,100.0
9,simple_sort,4,0.8,easy,50,0.02658404000045266,100.0
9,simple_sort,4,0.8,hard,50,0.186328499999654,100.0
9,simple_sort,5,0.01,easy,50,1.0592188285711537,70.0
9,simple_sort,5,0.01,hard,50,1.5725677777776985,18.0
9,simple_sort,5,0.05,easy,50,1.0741738199997053,100.0
9,simple_sort,5,0.05,hard,50,1.6026861111119313,36.0
9,simple_sort,5,0.1,easy,50,0.2982269999998971,100.0
9,simple_sort,5,0.1,hard,50,2.8470397692309724,52.0
9,simple_sort,5,0.2,easy,50,0.06814026000050945,100.0
